doi,best_oa_evidence,best_oa_host,best_oa_license,best_oa_url,best_oa_url_is_pdf,best_oa_version,data_standard,doi_url,genre,is_oa,is_paratext,journal_is_in_doaj,journal_is_oa,journal_issn_l,journal_issns,journal_name,oa_status,published_date,publisher,OA Status
10.1002/ccd.28343,,,,,FALSE,,2,https://doi.org/10.1002/ccd.28343,journal-article,FALSE,FALSE,FALSE,FALSE,1522-1946,1522-1946,Catheterization and Cardiovascular Interventions,closed,6/1/2019,Wiley,Closed
10.1161/jaha.120.017368,oa journal (via doaj),publisher,cc-by-nc-nd,https://www.ahajournals.org/doi/pdf/10.1161/JAHA.120.017368,TRUE,publishedVersion,2,https://doi.org/10.1161/jaha.120.017368,journal-article,TRUE,FALSE,TRUE,TRUE,2047-9980,2047-9980,Journal of the American Heart Association,gold,9/15/2020,Ovid Technologies (Wolters Kluwer Health),Full OA journal
10.1002/ece3.5662,oa journal (via doaj),publisher,cc-by,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/ece3.5662,TRUE,publishedVersion,2,https://doi.org/10.1002/ece3.5662,journal-article,TRUE,FALSE,TRUE,TRUE,2045-7758,"2045-7758,2045-7758",Ecology and Evolution,gold,10/11/2019,Wiley,Full OA journal
10.1111/psj.12358,,,,,FALSE,,2,https://doi.org/10.1111/psj.12358,journal-article,FALSE,FALSE,FALSE,FALSE,0190-292X,"0190-292X,1541-0072",Policy Studies Journal,closed,7/11/2019,Wiley,Closed
10.1111/cdep.12273,,,,,FALSE,,2,https://doi.org/10.1111/cdep.12273,journal-article,FALSE,FALSE,FALSE,FALSE,1750-8592,1750-8592,Child Development Perspectives,closed,12/6/2017,Wiley,Closed
10.1002/jocb.178,,,,,FALSE,,2,https://doi.org/10.1002/jocb.178,journal-article,FALSE,FALSE,FALSE,FALSE,0022-0175,"0022-0175,2162-6057",The Journal of Creative Behavior,closed,5/18/2017,Wiley,Closed
10.1111/acem.13812,,,,,FALSE,,2,https://doi.org/10.1111/acem.13812,journal-article,FALSE,FALSE,FALSE,FALSE,1069-6563,"1069-6563,1553-2712",Academic Emergency Medicine,closed,7/3/2019,Wiley,Closed
10.1002/jcb.28445,,,,,FALSE,,2,https://doi.org/10.1002/jcb.28445,journal-article,FALSE,FALSE,FALSE,FALSE,0730-2312,"0730-2312,1097-4644",Journal of Cellular Biochemistry,closed,2/20/2019,Wiley,Closed
10.1002/mnfr.201800240,,,,,FALSE,,2,https://doi.org/10.1002/mnfr.201800240,journal-article,FALSE,FALSE,FALSE,FALSE,1613-4125,"1613-4125,1613-4133",Molecular Nutrition & Food Research,closed,5/28/2018,Wiley,Closed
10.1002/bsl.2348,,,,,FALSE,,2,https://doi.org/10.1002/bsl.2348,journal-article,FALSE,FALSE,FALSE,FALSE,0735-3936,0735-3936,Behavioral Sciences & the Law,closed,4/24/2018,Wiley,Closed
10.1002/prp2.385,oa journal (via doaj),publisher,cc-by,https://doi.org/10.1002/prp2.385,TRUE,publishedVersion,2,https://doi.org/10.1002/prp2.385,journal-article,TRUE,FALSE,TRUE,TRUE,2052-1707,2052-1707,Pharmacology Research & Perspectives,gold,2/19/2018,Wiley,Full OA journal
10.1002/hep4.1139,oa journal (via doaj),publisher,cc-by-nc-nd,https://doi.org/10.1002/hep4.1139,TRUE,publishedVersion,2,https://doi.org/10.1002/hep4.1139,journal-article,TRUE,FALSE,TRUE,TRUE,2471-254X,"2471-254X,2471-254X",Hepatology Communications,gold,1/22/2018,Wiley,Full OA journal
10.1111/jace.16750,"open (via crossref license, author manuscript)",publisher,"publisher-specific, author manuscript: http://onlinelibrary.wiley.com/termsAndConditions#am",https://rss.onlinelibrary.wiley.com/doi/am-pdf/10.1111/jace.16750,TRUE,acceptedVersion,2,https://doi.org/10.1111/jace.16750,journal-article,TRUE,FALSE,FALSE,FALSE,0002-7820,"0002-7820,1551-2916",Journal of the American Ceramic Society,bronze,9/5/2019,Wiley,Archived manuscript
10.1111/ajd.12801,oa repository (via OAI-PMH doi match),repository,,https://europepmc.org/articles/pmc6978706?pdf=render,TRUE,acceptedVersion,2,https://doi.org/10.1111/ajd.12801,journal-article,TRUE,FALSE,FALSE,FALSE,0004-8380,0004-8380,Australasian Journal of Dermatology,green,3/2/2018,Wiley,Archived manuscript
10.1111/cbdd.13342,,,,,FALSE,,2,https://doi.org/10.1111/cbdd.13342,journal-article,FALSE,FALSE,FALSE,FALSE,1747-0277,1747-0277,Chemical Biology & Drug Design,closed,7/1/2018,Wiley,Closed
10.1002/cam4.3509,oa journal (via doaj),publisher,cc-by,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/cam4.3509,TRUE,publishedVersion,2,https://doi.org/10.1002/cam4.3509,journal-article,TRUE,FALSE,TRUE,TRUE,2045-7634,"2045-7634,2045-7634",Cancer Medicine,gold,10/6/2020,Wiley,Full OA journal
10.1002/med.21596,oa repository (via OAI-PMH title and first author match),repository,,https://escholarship.org/content/qt8cz7k10m/qt8cz7k10m.pdf?t=psxl8d,TRUE,publishedVersion,2,https://doi.org/10.1002/med.21596,journal-article,TRUE,FALSE,FALSE,FALSE,0198-6325,"0198-6325,1098-1128",Medicinal Research Reviews,green,5/27/2019,Wiley,Archived manuscript
10.1002/marc.201800909,,,,,FALSE,,2,https://doi.org/10.1002/marc.201800909,journal-article,FALSE,FALSE,FALSE,FALSE,1022-1336,"1022-1336,1521-3927",Macromolecular Rapid Communications,closed,3/12/2019,Wiley,Closed
10.1111/socf.12660,oa repository (via OAI-PMH title and first author match),repository,,https://escholarship.org/content/qt7f58c7bj/qt7f58c7bj.pdf?t=qh7ovj,TRUE,submittedVersion,2,https://doi.org/10.1111/socf.12660,journal-article,TRUE,FALSE,FALSE,FALSE,0884-8971,"0884-8971,1573-7861",Sociological Forum,green,11/10/2020,Wiley,Archived manuscript
10.1002/alr.22574,,,,,FALSE,,2,https://doi.org/10.1002/alr.22574,journal-article,FALSE,FALSE,FALSE,FALSE,2042-6976,"2042-6976,2042-6984",International Forum of Allergy & Rhinology,closed,5/22/2020,Wiley,Closed
10.1111/cdev.13204,,,,,FALSE,,2,https://doi.org/10.1111/cdev.13204,journal-article,FALSE,FALSE,FALSE,FALSE,0009-3920,"0009-3920,1467-8624",Child Development,closed,1/18/2019,Wiley,Closed
10.1002/jbio.201900156,oa repository (via pmcid lookup),repository,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6842045,TRUE,acceptedVersion,2,https://doi.org/10.1002/jbio.201900156,journal-article,TRUE,FALSE,FALSE,FALSE,1864-063X,"1864-063X,1864-0648",Journal of Biophotonics,green,7/29/2019,Wiley,Archived manuscript
10.1111/1911-3846.12422,oa repository (via OAI-PMH doi match),repository,cc-by-nc-nd,https://ink.library.smu.edu.sg/soa_research/1782,TRUE,acceptedVersion,2,https://doi.org/10.1111/1911-3846.12422,journal-article,TRUE,FALSE,FALSE,FALSE,0823-9150,"0823-9150,1911-3846",Contemporary Accounting Research,green,12/2/2018,Wiley,Archived manuscript
10.1002/smj.2766,,,,,FALSE,,2,https://doi.org/10.1002/smj.2766,journal-article,FALSE,FALSE,FALSE,FALSE,0143-2095,0143-2095,Strategic Management Journal,closed,3/25/2018,Wiley,Closed
10.1111/pde.14503,oa repository (via OAI-PMH title and first author match),repository,cc-by,https://escholarship.org/content/qt7hh8g06g/qt7hh8g06g.pdf?t=qnlguu,TRUE,publishedVersion,2,https://doi.org/10.1111/pde.14503,journal-article,TRUE,FALSE,FALSE,FALSE,0736-8046,"0736-8046,1525-1470",Pediatric Dermatology,green,12/27/2020,Wiley,Archived manuscript
10.1002/lsm.23321,oa repository (via OAI-PMH title and first author match),repository,cc-by,https://escholarship.org/content/qt00g3j5jn/qt00g3j5jn.pdf?t=qnlgxg,TRUE,publishedVersion,2,https://doi.org/10.1002/lsm.23321,journal-article,TRUE,FALSE,FALSE,FALSE,0196-8092,"0196-8092,1096-9101",Lasers in Surgery and Medicine,green,9/22/2020,Wiley,Archived manuscript
10.1002/hipo.23036,"open (via crossref license, author manuscript)",publisher,"publisher-specific, author manuscript: http://onlinelibrary.wiley.com/termsAndConditions#am",https://rss.onlinelibrary.wiley.com/doi/am-pdf/10.1002/hipo.23036,TRUE,acceptedVersion,2,https://doi.org/10.1002/hipo.23036,journal-article,TRUE,FALSE,FALSE,FALSE,1050-9631,"1050-9631,1098-1063",Hippocampus,bronze,11/16/2018,Wiley,Archived manuscript
10.1002/hbm.25018,oa journal (via doaj),publisher,cc-by-nc-nd,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/hbm.25018,TRUE,publishedVersion,2,https://doi.org/10.1002/hbm.25018,journal-article,TRUE,FALSE,TRUE,TRUE,1065-9471,"1065-9471,1097-0193",Human Brain Mapping,gold,4/24/2020,Wiley,Full OA journal
10.1002/ccd.28823,,,,,FALSE,,2,https://doi.org/10.1002/ccd.28823,journal-article,FALSE,FALSE,FALSE,FALSE,1522-1946,"1522-1946,1522-726X",Catheterization and Cardiovascular Interventions,closed,3/4/2020,Wiley,Closed
10.1002/jnr.24405,oa repository (via OAI-PMH doi match),repository,,https://europepmc.org/articles/pmc6754315?pdf=render,TRUE,acceptedVersion,2,https://doi.org/10.1002/jnr.24405,journal-article,TRUE,FALSE,FALSE,FALSE,0360-4012,"0360-4012,1097-4547",Journal of Neuroscience Research,green,3/20/2019,Wiley,Archived manuscript
10.1002/bkcs.11874,oa repository (via OAI-PMH title and first author match),repository,,https://escholarship.org/content/qt0s29g5h1/qt0s29g5h1.pdf?t=qrjs0m,TRUE,publishedVersion,2,https://doi.org/10.1002/bkcs.11874,journal-article,TRUE,FALSE,FALSE,FALSE,0253-2964,"1229-5949,1229-5949",Bulletin of the Korean Chemical Society,green,10/28/2019,Wiley,Archived manuscript
10.1111/1754-9485.12935,,,,,FALSE,,2,https://doi.org/10.1111/1754-9485.12935,journal-article,FALSE,FALSE,FALSE,FALSE,1754-9477,"1754-9477,1754-9485",Journal of Medical Imaging and Radiation Oncology,closed,8/8/2019,Wiley,Closed
10.1002/ecm.1303,"open (via crossref license, author manuscript)",publisher,"publisher-specific, author manuscript: http://onlinelibrary.wiley.com/termsAndConditions#am",https://rss.onlinelibrary.wiley.com/doi/am-pdf/10.1002/ecm.1303,TRUE,acceptedVersion,2,https://doi.org/10.1002/ecm.1303,journal-article,TRUE,FALSE,FALSE,FALSE,0012-9615,"0012-9615,1557-7015",Ecological Monographs,bronze,5/31/2018,Wiley,Archived manuscript
10.1002/acp.3729,,,,,FALSE,,2,https://doi.org/10.1002/acp.3729,journal-article,FALSE,FALSE,FALSE,FALSE,0888-4080,"0888-4080,1099-0720",Applied Cognitive Psychology,closed,8/28/2020,Wiley,Closed
10.1002/ird.2396,,,,,FALSE,,2,https://doi.org/10.1002/ird.2396,journal-article,FALSE,FALSE,FALSE,FALSE,1531-0361,"1531-0353,1531-0361",Irrigation and Drainage,closed,12/17/2019,Wiley,Closed
10.1002/jmri.26981,oa repository (via pmcid lookup),repository,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7709823,TRUE,acceptedVersion,2,https://doi.org/10.1002/jmri.26981,journal-article,TRUE,FALSE,FALSE,FALSE,1053-1807,"1053-1807,1522-2586",Journal of Magnetic Resonance Imaging,green,11/1/2019,Wiley,Archived manuscript
10.1111/wvn.12342,,,,,FALSE,,2,https://doi.org/10.1111/wvn.12342,journal-article,FALSE,FALSE,FALSE,FALSE,1545-102X,"1545-102X,1741-6787",Worldviews on Evidence-Based Nursing,closed,2/1/2019,Wiley,Closed
10.1111/lapo.12121,oa repository (via OAI-PMH title and first author match),repository,,https://escholarship.org/content/qt1qg3d94h/qt1qg3d94h.pdf?t=qnae1u,TRUE,submittedVersion,2,https://doi.org/10.1111/lapo.12121,journal-article,TRUE,FALSE,FALSE,FALSE,0265-8240,0265-8240,Law & Policy,green,1/1/2019,Wiley,Archived manuscript
10.1111/sjos.12332,,,,,FALSE,,2,https://doi.org/10.1111/sjos.12332,journal-article,FALSE,FALSE,FALSE,FALSE,0303-6898,0303-6898,Scandinavian Journal of Statistics,closed,5/11/2018,Wiley,Closed
10.1111/cyt.12779,,,,,FALSE,,2,https://doi.org/10.1111/cyt.12779,journal-article,FALSE,FALSE,FALSE,FALSE,0956-5507,"0956-5507,1365-2303",Cytopathology,closed,12/6/2019,Wiley,Closed
10.1111/jmp.12397,,,,,FALSE,,2,https://doi.org/10.1111/jmp.12397,journal-article,FALSE,FALSE,FALSE,FALSE,0047-2565,0047-2565,Journal of Medical Primatology,closed,1/14/2019,Wiley,Closed
10.1111/cup.13922,,,,,FALSE,,2,https://doi.org/10.1111/cup.13922,journal-article,FALSE,FALSE,FALSE,FALSE,0303-6987,"0303-6987,1600-0560",Journal of Cutaneous Pathology,closed,12/2/2020,Wiley,Closed
10.1002/ppul.24678,oa repository (via pmcid lookup),repository,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7187732,TRUE,acceptedVersion,2,https://doi.org/10.1002/ppul.24678,journal-article,TRUE,FALSE,FALSE,FALSE,1099-0496,"8755-6863,1099-0496",Pediatric Pulmonology,green,2/10/2020,Wiley,Archived manuscript
10.1111/desc.12748,oa repository (via OAI-PMH doi match),repository,,https://europepmc.org/articles/pmc6408936?pdf=render,TRUE,acceptedVersion,2,https://doi.org/10.1111/desc.12748,journal-article,TRUE,FALSE,FALSE,FALSE,1363-755X,"1363-755X,1467-7687",Developmental Science,green,10/8/2018,Wiley,Archived manuscript
10.1111/ecog.03008,,,,,FALSE,,2,https://doi.org/10.1111/ecog.03008,journal-article,FALSE,FALSE,FALSE,FALSE,0906-7590,0906-7590,Ecography,closed,5/30/2017,Wiley,Closed
10.1111/jocd.13118,,,,,FALSE,,2,https://doi.org/10.1111/jocd.13118,journal-article,FALSE,FALSE,FALSE,FALSE,1473-2130,"1473-2130,1473-2165",Journal of Cosmetic Dermatology,closed,8/24/2019,Wiley,Closed
10.1111/jtsa.12408,"open (via crossref license, author manuscript)",publisher,"publisher-specific, author manuscript: http://onlinelibrary.wiley.com/termsAndConditions#am",https://rss.onlinelibrary.wiley.com/doi/am-pdf/10.1111/jtsa.12408,TRUE,acceptedVersion,2,https://doi.org/10.1111/jtsa.12408,journal-article,TRUE,FALSE,FALSE,FALSE,0143-9782,"0143-9782,1467-9892",Journal of Time Series Analysis,bronze,7/1/2018,Wiley,Archived manuscript
10.1002/acp.3462,,,,,FALSE,,2,https://doi.org/10.1002/acp.3462,journal-article,FALSE,FALSE,FALSE,FALSE,0888-4080,0888-4080,Applied Cognitive Psychology,closed,10/10/2018,Wiley,Closed
10.1096/fasebj.2020.34.s1.03383,,,,,FALSE,,2,https://doi.org/10.1096/fasebj.2020.34.s1.03383,journal-article,FALSE,FALSE,FALSE,FALSE,0892-6638,"0892-6638,1530-6860",The FASEB Journal,closed,4/1/2020,Wiley,Closed
10.1002/jemt.23350,,,,,FALSE,,2,https://doi.org/10.1002/jemt.23350,journal-article,FALSE,FALSE,FALSE,FALSE,1059-910X,"1059-910X,1097-0029",Microscopy Research and Technique,closed,7/18/2019,Wiley,Closed
10.1111/cdev.13095,"open (via crossref license, author manuscript)",publisher,"publisher-specific, author manuscript: http://onlinelibrary.wiley.com/termsAndConditions#am",https://rss.onlinelibrary.wiley.com/doi/am-pdf/10.1111/cdev.13095,TRUE,acceptedVersion,2,https://doi.org/10.1111/cdev.13095,journal-article,TRUE,FALSE,FALSE,FALSE,0009-3920,"0009-3920,1467-8624",Child Development,bronze,6/9/2018,Wiley,Archived manuscript
10.1002/mds.27781,oa repository (via pmcid lookup),repository,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6707070,TRUE,acceptedVersion,2,https://doi.org/10.1002/mds.27781,journal-article,TRUE,FALSE,FALSE,FALSE,0885-3185,"0885-3185,1531-8257",Movement Disorders,green,7/15/2019,Wiley,Archived manuscript
10.1002/ccd.28381,,,,,FALSE,,2,https://doi.org/10.1002/ccd.28381,journal-article,FALSE,FALSE,FALSE,FALSE,1522-1946,"1522-1946,1522-726X",Catheterization and Cardiovascular Interventions,closed,6/27/2019,Wiley,Closed
10.1002/jeab.506,,,,,FALSE,,2,https://doi.org/10.1002/jeab.506,journal-article,FALSE,FALSE,FALSE,FALSE,0022-5002,0022-5002,Journal of the Experimental Analysis of Behavior,closed,2/19/2019,Wiley,Closed
10.1111/cogs.12627,,,,,FALSE,,2,https://doi.org/10.1111/cogs.12627,journal-article,FALSE,FALSE,FALSE,FALSE,0364-0213,"0364-0213,1551-6709",Cognitive Science,closed,6/5/2018,Wiley,Closed
10.1111/roie.12332,oa repository (via OAI-PMH doi match),repository,,https://bora.uib.no/bora-xmlui/bitstream/1956/17979/3/helpnotneeded_RIEjuly17.pdf,TRUE,acceptedVersion,2,https://doi.org/10.1111/roie.12332,journal-article,TRUE,FALSE,FALSE,FALSE,0965-7576,0965-7576,Review of International Economics,green,10/3/2017,Wiley,Archived manuscript
10.1111/jre.12700,,,,,FALSE,,2,https://doi.org/10.1111/jre.12700,journal-article,FALSE,FALSE,FALSE,FALSE,0022-3484,"0022-3484,1600-0765",Journal of Periodontal Research,closed,4/1/2020,Wiley,Closed
10.1111/jpc.14063,,,,,FALSE,,2,https://doi.org/10.1111/jpc.14063,journal-article,FALSE,FALSE,FALSE,FALSE,1034-4810,1034-4810,Journal of Paediatrics and Child Health,closed,6/6/2018,Wiley,Closed
10.1002/bmb.21231,,,,,FALSE,,2,https://doi.org/10.1002/bmb.21231,journal-article,FALSE,FALSE,FALSE,FALSE,1470-8175,"1470-8175,1539-3429",Biochemistry and Molecular Biology Education,closed,3/7/2019,Wiley,Closed
10.1002/cne.24530,oa repository (via OAI-PMH title and first author match),repository,,https://escholarship.org/content/qt7sn6s3kn/qt7sn6s3kn.pdf?t=pn65ju,TRUE,publishedVersion,2,https://doi.org/10.1002/cne.24530,journal-article,TRUE,FALSE,FALSE,FALSE,0021-9967,0021-9967,Journal of Comparative Neurology,green,11/8/2018,Wiley,Archived manuscript
10.1111/eva.12585,oa journal (via doaj),publisher,cc-by,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1111/eva.12585,TRUE,publishedVersion,2,https://doi.org/10.1111/eva.12585,journal-article,TRUE,FALSE,TRUE,TRUE,1752-4571,1752-4571,Evolutionary Applications,gold,1/10/2018,Wiley,Full OA journal
10.1111/mbe.12253,,,,,FALSE,,2,https://doi.org/10.1111/mbe.12253,journal-article,FALSE,FALSE,FALSE,FALSE,1751-2271,"1751-2271,1751-228X","Mind, Brain, and Education",closed,10/12/2020,Wiley,Closed
10.1002/aenm.202000623,"open (via crossref license, author manuscript)",publisher,"publisher-specific, author manuscript: http://onlinelibrary.wiley.com/termsAndConditions#am",https://rss.onlinelibrary.wiley.com/doi/am-pdf/10.1002/aenm.202000623,TRUE,acceptedVersion,2,https://doi.org/10.1002/aenm.202000623,journal-article,TRUE,FALSE,FALSE,FALSE,1614-6832,"1614-6832,1614-6840",Advanced Energy Materials,bronze,6/8/2020,Wiley,Archived manuscript
10.1096/fasebj.2020.34.s1.00327,,,,,FALSE,,2,https://doi.org/10.1096/fasebj.2020.34.s1.00327,journal-article,FALSE,FALSE,FALSE,FALSE,0892-6638,"0892-6638,1530-6860",The FASEB Journal,closed,4/1/2020,Wiley,Closed
10.1002/lary.27720,,,,,FALSE,,2,https://doi.org/10.1002/lary.27720,journal-article,FALSE,FALSE,FALSE,FALSE,0023-852X,"0023-852X,1531-4995",The Laryngoscope,closed,12/21/2018,Wiley,Closed
10.1002/jmri.26629,,,,,FALSE,,2,https://doi.org/10.1002/jmri.26629,journal-article,FALSE,FALSE,FALSE,FALSE,1053-1807,1053-1807,Journal of Magnetic Resonance Imaging,closed,1/7/2019,Wiley,Closed
10.1002/ccd.28273,,,,,FALSE,,2,https://doi.org/10.1002/ccd.28273,journal-article,FALSE,FALSE,FALSE,FALSE,1522-1946,"1522-1946,1522-726X",Catheterization and Cardiovascular Interventions,closed,4/16/2019,Wiley,Closed
10.1002/jum.14634,,,,,FALSE,,2,https://doi.org/10.1002/jum.14634,journal-article,FALSE,FALSE,FALSE,FALSE,0278-4297,"0278-4297,1550-9613",Journal of Ultrasound in Medicine,closed,4/15/2018,Wiley,Closed
10.1002/ana.25202,oa repository (via OAI-PMH title and first author match),repository,,https://www.repository.cam.ac.uk/handle/1810/273947,TRUE,submittedVersion,2,https://doi.org/10.1002/ana.25202,journal-article,TRUE,FALSE,FALSE,FALSE,0364-5134,0364-5134,Annals of Neurology,green,4/1/2018,Wiley,Archived manuscript
10.1002/eco.1978,oa repository (via OAI-PMH title and first author match),repository,,https://escholarship.org/content/qt71f611j4/qt71f611j4.pdf?t=p7jdw2,TRUE,submittedVersion,2,https://doi.org/10.1002/eco.1978,journal-article,TRUE,FALSE,FALSE,FALSE,1936-0584,1936-0584,Ecohydrology,green,5/7/2018,Wiley,Archived manuscript
10.1111/jonm.12596,oa repository (via OAI-PMH title and first author match),repository,,https://escholarship.org/content/qt00w9n17j/qt00w9n17j.pdf?t=pc07xw,TRUE,publishedVersion,2,https://doi.org/10.1111/jonm.12596,journal-article,TRUE,FALSE,FALSE,FALSE,0966-0429,0966-0429,Journal of Nursing Management,green,2/9/2018,Wiley,Archived manuscript
10.1111/epi.16445,oa repository (via pmcid lookup),repository,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7708390,TRUE,acceptedVersion,2,https://doi.org/10.1111/epi.16445,journal-article,TRUE,FALSE,FALSE,FALSE,0013-9580,"0013-9580,1528-1167",Epilepsia,green,3/1/2020,Wiley,Archived manuscript
10.1002/mus.26778,,,,,FALSE,,2,https://doi.org/10.1002/mus.26778,journal-article,FALSE,FALSE,FALSE,FALSE,0148-639X,"0148-639X,1097-4598",Muscle & Nerve,closed,12/24/2019,Wiley,Closed
10.1002/gepi.22267,oa repository (via pmcid lookup),repository,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6986323,TRUE,acceptedVersion,2,https://doi.org/10.1002/gepi.22267,journal-article,TRUE,FALSE,FALSE,FALSE,0741-0395,"0741-0395,1098-2272",Genetic Epidemiology,green,10/24/2019,Wiley,Archived manuscript
10.1002/ccd.27959,,,,,FALSE,,2,https://doi.org/10.1002/ccd.27959,journal-article,FALSE,FALSE,FALSE,FALSE,1522-1946,1522-1946,Catheterization and Cardiovascular Interventions,closed,11/15/2018,Wiley,Closed
10.1111/evo.13417,"open (via crossref license, author manuscript)",publisher,"publisher-specific, author manuscript: http://onlinelibrary.wiley.com/termsAndConditions#am",https://rss.onlinelibrary.wiley.com/doi/am-pdf/10.1111/evo.13417,TRUE,acceptedVersion,2,https://doi.org/10.1111/evo.13417,journal-article,TRUE,FALSE,FALSE,FALSE,0014-3820,"0014-3820,1558-5646",Evolution,bronze,1/22/2018,Wiley,Archived manuscript
10.1111/sode.12479,,,,,FALSE,,2,https://doi.org/10.1111/sode.12479,journal-article,FALSE,FALSE,FALSE,FALSE,0961-205X,"0961-205X,1467-9507",Social Development,closed,8/18/2020,Wiley,Closed
